symbol,PER,ROE,SMA20_diff,RSI,target
ETN,32.364918,0.20812,0.0282681389002654,73.54419900980922,1
BHP,11.136161,0.27693,0.0137462231533851,59.968596150932505,0
COF,15.552942,0.08028,-0.0226336946188978,47.24989962861644,0
RTNTF,10.814972,0.20251,0.0116397279744728,59.09797613571688,1
APP,64.06691,2.8750799,0.0688295527966054,68.28417784488063,0
HTHIY,28.419355,-1.0,-0.0003025872457606,53.78971907919496,0
GEV,66.626976,0.19641,0.118501336756269,81.13747146952551,1
IBN,20.716867,0.18226999,0.0208988639974087,52.302028887764855,1
ANET,38.481014,0.33681,0.0075121386771102,51.546002636917,0
SAN,8.597826,0.13334,0.0552998239347741,91.11107225773772,1
CB,13.774675,0.12855,-0.0070815825790959,47.539143284302575,1
CFRUY,26.486109,0.17579001,0.0388407596883313,68.81441601228568,0
KKR,50.50862,0.07145,-0.0190365208230615,54.112502209880525,0
VRTX,16.6491665,-0.05644,-0.0425872953373287,28.449605318538133,0
MMC,28.173218,0.30532,0.0109145165547122,56.35944418544309,0
TD,9.741007,0.14597,0.0551416331075724,78.15240409301578,1
COP,10.797213,0.1666,-0.0470047550144333,44.721343467198565,0
MSTR,16.6491665,-0.29677,-0.0697000862694398,44.36722579878879,1
LMT,20.20164,0.82547,-0.0038348273796667,48.05628792560341,1
ADI,57.192936,0.05213,0.0018469074724421,62.67648197526309,0
MDT,22.349031,0.09508,-0.0423170573748439,41.04719524698881,0
CRWD,16.6491665,-0.00587,0.0471551905204702,54.806467166514345,1
MU,22.337322,0.101009995,0.0584848044547409,74.22372418871689,0
LRCX,22.579388,0.53138,0.0332761493036408,69.54619059894732,0
APH,41.52913,0.27526,0.0376615121405418,75.9653112443884,1
KLAC,27.54347,1.04097,0.0271077979861224,66.56708929967039,1
UBS,21.019867,0.05864,0.0038744348365503,58.15126152784843,0
ICE,36.463768,0.10421,0.0151681274253682,55.20934783141632,1
RIO,8.710043,0.20251,0.0108670967563852,63.526244883793055,1
MO,10.02349,-1.0,0.011959228308734,49.364627513392456,1
PLD,25.945135,0.06829,-0.0207861712662254,46.75716324712134,0
RELX,39.88489,0.55999,0.0266613939813787,56.6663377913433,1
AMT,34.22617,0.28421,-0.0188305268833848,35.78697334999944,1
BNPQY,8.039033,0.09052,-0.0034103031141652,49.696974460960405,1
CME,28.578472,0.13387,0.0235613591782958,51.737637767844845,1
SO,21.496403,0.12244,0.0053767829038061,48.16130960647799,1
ENB,23.620512,0.094610006,0.0059624359830457,45.77353733533539,1
WELL,84.755684,0.0348,0.0037511844393963,47.852165823666034,0
BTI,24.710382,0.06181,0.0497969035674722,57.74499667972801,1
SBUX,30.69091,-1.0,0.010523967883385,59.09005598650023,0
BMY,17.481342,0.31986,-0.0178815083603888,38.79970919917168,0
SE,114.72727,0.1113,0.0978061797710362,72.97526789053481,1
TT,34.838684,0.38632,0.0387969264422457,72.72124426476809,1
BAM,41.588238,0.20229,0.001505111682498,63.24270895078885,0
SMFG,12.015873,0.07628,0.0529610361978979,76.16821742701384,0
WM,35.71795,0.34013999,0.0235519241151833,53.226849863475024,1
ELV,14.490851,0.14175001,-0.0766975942174141,35.47343741599106,0
HCA,16.72247,16.05769,0.03697379205065,70.98565254579168,1
INTC,16.6491665,-0.18127,-0.0404403323588085,48.083612346863774,0
NKE,19.940199,0.31934,0.0045272375812688,58.32813958696092,0
FI,28.151943,0.116780005,-0.1009828823451098,29.99999533370321,0
DUK,19.350498,0.09478,-0.0108000511140751,42.70332072854108,1
CEG,31.347734,0.23974001,0.1032974199758745,77.84705123208073,1
BN,196.86208,0.00945,0.0049464017541872,61.95122768168665,0
MCK,27.852589,-1.0,0.0129502996098013,53.55829636804383,1
SHW,33.318527,0.70217,-0.0035177892945525,43.040467155109766,1
CTAS,51.575405,0.40296,0.0310362864477294,75.6706533371918,1
RACE,47.622,0.46265,-0.0098470484341744,57.82805957056013,0
BBVA,7.565,0.19384001,0.0365498645993507,74.66064715243951,1
IBKR,28.49793,0.22251,0.0779998978716298,82.09632189314856,0
TRI,40.991592,0.18456,0.0380331616511703,71.62614124517273,1
MCO,40.66234,0.55498004,-0.0009614749272132,54.05889683615212,0
CDNS,80.07868,0.25921,0.0159782490958476,60.52302902629375,1
AJG,52.08629,0.092980005,0.0137606476707914,53.73944498473044,1
PH,25.19077,0.27146998,0.0178432219818505,68.33888806121304,0
CI,17.603899,0.13206,-0.0267258702064413,38.409136820368566,1
DASH,264.29486,0.04336,0.0525213755817484,50.55058006262132,1
MDLZ,24.58736,0.13302,-0.0001738632099623,39.82841349803842,1
EQIX,90.13153,0.07059,0.0007313538760264,41.17694298270458,0
MMM,18.383562,0.93824,0.0220003344120807,62.08928506479527,1
UPS,13.922628,0.35908002,-0.0064952595305184,53.25907955170635,0
ABNB,32.162437,0.3206,-0.0169924054617244,52.72240424903084,0
CVS,14.5179,0.06934,-0.0543628341422291,32.70821778420036,0
TDG,48.312523,-1.0,0.012588572426753,42.742167970694176,1
FTNT,42.452675,2.05906,-0.0058496105225604,39.68669715006415,0
APO,22.839441,0.18686001,-0.0412399160200583,46.39952237392168,0
SNPS,59.885956,0.15951,0.0183137427714115,63.88960062252969,1
ORLY,33.669033,-1.0,-0.0003742191110983,46.41553137249527,1
GLD,16.6491665,-1.0,0.0219231000724657,52.13891337632813,1
RSG,38.196377,0.18545,0.0186376905183742,53.31260542330215,1
AON,30.762728,0.72012,0.0016280148299137,51.37042226706168,0
DELL,17.5721,-1.0,0.0912913834628874,86.68873378476833,0
GSK,18.950981,0.27095,0.0264212013346581,51.70065730235909,1
BP,16.6491665,-0.00243,0.0122688114530601,53.68733775338965,0
NTES,17.15616,0.23698,0.0731681091999026,64.30008460537448,1
CP,26.993265,0.08274999,0.0431670954566298,76.01010830788596,1
INFY,23.828949,0.28893,0.0069782743767247,54.45205859740639,0
GD,19.07986,0.18228,0.0012736839440775,53.88737679791859,1
BMO,13.586928,0.099139996,0.0380764832338554,97.66716421806515,1
PBR,8.835821,0.12019,0.0091625931144698,72.2222700531873,0
CL,26.229462,4.51259,0.0206972217418295,58.49403064230582,1
ECL,35.475544,0.24774,0.0259130727221129,60.59320618411169,0
SCCO,20.565702,0.41744,0.0186254920001268,60.748711051333785,1
ITW,21.270008,1.07584,-0.0102174806083782,51.41193622499294,0
MAR,29.317408,-1.0,0.0004891924689862,61.36079512876477,0
WDAY,131.49724,0.05702,-0.0790245209463056,42.90619419545792,0
ZTS,29.136202,0.52085996,0.0232912491443194,55.05141229045174,0
NGG,27.29562,0.08355,0.0449617334514866,60.35088771304069,1
WMB,31.715054,0.16197,0.0065093216622001,43.53071482559246,1
BAESY,29.090117,0.18142,0.060625327979059,55.685251979503214,1
MSI,34.968285,1.86885,-0.0036650002584073,62.68490674169309,0
PYPL,15.69663,0.22198999,0.0016706200566408,56.23215149038232,0
PNC,12.134181,0.113290004,0.0118040265805227,61.02307562501408,0
EPD,11.719101,0.20198,0.0054628782211284,66.496192128252,0
CMG,44.80531,0.45574,-0.0083049202996594,53.66432253433231,0
USB,10.628713,0.11526,0.0089878149474859,60.02710608434417,0
NOC,18.620064,0.25412,-0.0155510401207786,33.573702373923155,1
CNI,20.384466,0.21726999,0.0241452009731238,70.56900110823311,1
RCL,19.537836,0.48519,0.0188974561763163,60.23402125628069,1
ITUB,9.637681,0.21149,0.0306494791898805,68.93938463472486,1
HWM,54.12787,0.28295,0.0593354315659309,78.99291055488855,1
MFG,11.061224,0.0853,0.0570453566481082,77.65957176982158,0
EMR,34.17341,0.08335,0.0440839159695299,71.59132129430881,0
COIN,49.466164,0.15841,0.1499009365018495,70.6664092211905,1
REGN,14.947663,0.15961,0.009112336967011,46.47025546448005,0
CRH,19.976645,0.15355,-0.0199418176270947,40.13282663771263,0
AZO,25.706818,-1.0,0.0204038816087666,56.0473143250882,1
ING,9.475336,0.10237,0.0264256824112769,63.362047703453285,1
CNQ,12.081712,0.18954,0.031732818021119,73.82444677166254,1
BNS,14.911428,0.080129996,0.0299268565196254,83.56639439159594,1
BK,14.533442,0.11229,0.0402302024765544,84.72358217927612,1
EQNR,7.5379744,0.18315001,0.0382341587754105,64.04474379571923,1
JCI,29.604229,0.13137001,0.0618768785203532,88.8688984572059,1
CARR,47.320004,0.11125,0.0043423097802796,50.603285132972886,1
DEO,16.930233,0.32318002,-0.0358850542589322,36.79245040514397,1
BCS,8.781095,0.089829996,0.0515967411089288,73.60595177741459,1
ADSK,63.24411,0.42361,0.0280391909714848,71.42459809756912,1
LYG,12.939393,0.09239,0.0758377393790642,84.28565492445891,1
CM,12.258993,0.13103,0.0529650079053247,85.66775143113112,1
KMI,24.017242,0.0845,0.0201662423122372,63.27076925437015,1
ROP,40.822895,0.08095,-0.0048726611278805,46.67856648404897,0
TRV,14.746465,0.16052,0.010346168259018,56.49109263254648,1
ET,13.522727,0.14483,0.0382691190475448,74.87392905465255,0
EOG,10.201852,0.20899999,-0.0173554708978346,54.9879873821663,0
SPG,24.923689,0.67307,-0.0274662794344961,44.175451375247285,0
APD,38.93795,0.095790006,-0.0084679440088965,47.15623219441031,0
NU,27.25,0.27908,-0.0504474754374673,42.81436621367152,1
MNST,41.68421,0.20004,0.0360898131177615,65.72528418008298,1
SNOW,16.6491665,-0.40139,0.1356314805325177,83.50687741715308,1
IAU,16.6491665,-1.0,0.0219119486425537,52.13923233005023,1
HLT,38.607254,-1.0,0.0058812263001389,57.24208263687456,0
CPRT,35.543045,0.18441999,-0.122831416325673,23.60514553015972,0
CHTR,11.338169,0.33116,0.0061192320144207,58.785154065590255,1
CSX,18.345238,0.26121,0.0406536942851095,72.38096414510242,0
DLR,158.60378,0.01849,0.0126185567821361,56.42360720184695,1
NEM,12.220958,0.1666,0.0289605172395856,52.05942171137496,1
GBTC,16.6491665,-1.0,0.0727844991401726,78.01382562999949,1
AXON,175.38849,0.15166001,0.0790351015406221,78.6096920709264,1
UNVGY,24.75,0.55561,0.0519220619484845,66.36905961431806,1
AFL,15.945568,0.14408,-0.025129515267143,38.01841067483873,0
PAYX,32.45114,0.44254002,0.031993827959999,78.28680594071609,1
COR,33.79769,1.4178,0.0130605281120866,50.76926912949813,1
HOOD,36.09714,0.21430999,0.1251424646990597,81.23966622976299,1
AEM,25.025534,0.114479996,0.0412581732344364,54.08665616732827,1
TEAM,16.6491665,-0.34334,-0.045689843432766,49.04459430565207,0
NWG,9.346406,0.12781,0.0741380739459421,75.30865893339937,1
AEP,19.89942,0.10421,-0.0115882369687803,39.4251780814448,0
ALL,13.892003,0.19723,0.0036840856920402,55.98240263288852,1
DB,14.6505375,0.05165,-0.0027264834991411,53.05165118025237,1
RBLX,16.6491665,-4.92668,0.0982057416633453,84.34215466407534,1
NSC,16.394808,0.24542,0.0355070277869006,72.08664981969486,0
FCX,31.983606,0.14062001,0.0293613445848336,59.74330680552112,1
MFC,16.426315,0.1073,-0.0026523805951483,48.68420458235812,1
BMWKY,7.0952377,0.071830004,-0.0330954107165261,50.58139728300537,0
NET,16.6491665,-0.07351,0.1365490893410119,87.1275838240647,1
PTCAY,16.6491665,-0.01604,0.0,50.0,0
ARES,93.19186,0.14909,-0.0150789396495504,49.41730594899564,0
PSA,29.405354,0.20121,-0.0132891257277516,45.709584846804034,0
MET,12.616014,0.15982,-0.0107395996596029,51.68003711588403,0
AMX,37.361702,0.09158,0.0182661398940965,64.03943617507062,1
TFC,16.6491665,0.0013400001,-0.0065105825851677,53.15382202631606,0
VST,25.064978,0.41676,0.0870439472953937,66.37215693050294,1
NXPI,20.931372,0.25441998,-0.0237099300518372,56.37845374144565,0
FDX,13.623271,0.14762,-0.0155142493858004,49.60016337686625,0
TRP,17.277397,0.12743,0.0115592628176966,47.35063664970912,1
MPLX,11.688222,0.32314998,0.005795211860921,56.32509352306902,0
GWW,27.547674,0.5416,0.0114762880656917,53.22607881365039,1
OKE,15.847656,0.16409001,-0.0243106031792572,53.62636539597671,0
MRVL,16.6491665,-0.06264,-0.0109917233449727,47.306887098325866,0
LNG,16.809977,0.4698,-0.018450269794641,38.74186874689949,1
SRE,17.074724,0.09709,0.0218738446136571,63.283926430750014,0
PWR,54.09032,0.13731,0.0261101440057986,60.937493450037934,1
IFNNY,34.87037,0.0735,0.0410360530253198,65.16851746895574,0
O,50.481815,0.02507,-0.0126316134398994,39.00154790009884,0
ROST,21.684044,0.39566,-0.0582763021421376,43.41568882938738,1
WCN,81.33884,0.07959,0.0132394273890159,47.95454033149746,1
PCAR,14.148709,0.19899,0.0065956765737305,61.74131783559352,0
BDX,33.21318,0.058870003,-0.0292477201380251,57.418710218326886,0
MPC,21.915977,0.15524,0.0523263201577799,75.99501083727256,1
FICO,73.0013,-1.0,-0.1629580445066983,23.61929961686718,0
PSX,25.537247,0.0656,0.0061594341029312,59.676096343498834,0
HLN,26.523811,0.08952,0.0445872141511693,65.45453809838673,1
D,21.733591,0.07719,0.0209022992715306,59.93624877167607,1
AMP,17.15267,0.58108,0.014769524718783,65.26003754739207,0
CPNG,196.07143,0.047459997,0.0676572144381837,78.92978562094589,1
JD,8.134146,0.16283001,-0.0201263809714134,46.04234612880411,0
AIG,19.907318,0.057439998,-0.012282900459714,43.01074306511096,1
GM,6.800279,0.08557,0.0150305188706023,71.46561576939632,1
TEL,34.252174,0.1122,0.0206588422546086,66.24072234720171,1
CTVA,41.60241,0.04659,0.0487949007646595,88.79806924044891,1
FAST,40.65,0.32351002,0.005988946289765,45.402321890084174,1
NDAQ,37.004524,0.11415,0.0295857844372156,74.0294226990281,1
KMB,19.258505,2.0706,0.0474633183446729,74.41541241733078,1
SLB,11.41017,0.20201,-0.0244326590006689,49.077504539632045,0
URI,18.146708,0.30173,0.0291200238294543,66.09737362730607,1
KR,18.689371,0.26879,-0.0193289988301677,34.21718013267791,1
KVUE,42.375,0.10216,0.0040940424621394,52.93527856415288,1
KDP,29.92727,0.06126,-0.0253002091179662,31.017313825029177,0
EW,30.987602,0.16511999,-0.0101637009661223,49.36707434552614,1
CMI,15.627094,0.26187,0.0153098425184025,62.749940722747546,0
E,16.628572,0.04844,-0.005383224623208,59.02580879282793,1
EXC,16.2342,0.10099,-0.023523354253133,37.34035628399052,1
CCI,16.6491665,-1.63212,-0.0264385364988142,33.15218559017889,1
CRWV,16.6491665,-1.0,0.5689029043503706,83.06699134348501,1
TGT,10.361538,0.29076,-0.0158898646162654,52.62265422895656,0
TAK,63.347824,0.0152199995,-0.0015419036490987,35.055332503530536,1
MSCI,38.449413,-1.0,0.0034949848734071,56.958061535162585,0
VRSK,46.27876,4.68222,0.0329672198805752,71.24661739950378,1
SU,10.232091,0.13675,0.0076611384117621,57.21830678492227,0
FLUT,82.5274,0.05884,-0.0091160844641111,43.3659521662804,0
ALC,38.45333,0.05228,-0.067335759468722,18.09636344238912,0
LHX,28.172005,0.085209996,0.0613224655034458,82.01564194900445,1
F,8.288,0.11497,0.0015969774753124,60.97701145846889,1
FIS,49.821655,0.05246,-0.0026330173851583,49.62798172350587,1
WTKWY,35.810917,0.65513,0.0311720720200388,58.9255438056834,1
XEL,20.508823,0.102589995,-0.00960843287555,45.68454180240904,0
AME,29.073648,0.14964,0.0177347201875012,63.94248422161103,0
TTWO,16.6491665,-1.1476101,-0.0155032115196235,49.6663275479495,1
HMC,7.9088473,0.07046,-0.0186620527031182,36.22882520285779,1
TCOM,18.332354,0.12494001,-0.0015058044428304,55.0885008499736,0
VALE,6.956522,0.15003,0.0055515092407814,62.393149853077226,1
IDXX,46.31302,0.59330004,0.0269403924547878,66.95241114719738,1
YUM,28.974104,-1.0,-0.0145430511070159,46.44875301627735,0
VLO,43.873722,0.03714,0.0349930419035911,66.76795221660043,0
OXY,16.716599,0.0949,-0.0029098667929508,62.86307406966258,0
GLW,93.00001,0.048660003,0.0430844110705136,73.30172300019345,0
HES,18.219141,0.22753,-0.0047052105023214,58.83976386831085,0
CCEP,25.630371,0.17027001,0.012520530353635,52.49507154639452,1
FANG,8.443754,0.14668,-0.0074785501663164,56.31824524840789,0
VRT,60.54651,0.32819,0.0566313314763623,65.90364912818475,1
NTDTY,39.436623,0.049310002,0.1149381838775909,69.43255045922893,1
BSBR,17.666666,0.11359,0.0128033873534485,62.96296786869323,1
DDOG,243.5319,0.06476,0.0341478420896296,66.97675133817533,0
CTSH,16.656843,0.16605,0.0094511097174043,57.59880431235647,0
PEG,21.57377,0.11399999,-0.0016563409486489,52.89100149840036,0
ABEV,15.75,0.16239999,0.0019880696859117,65.0,1
LULU,21.226776,0.42417,0.0508483054126001,67.57229317645115,0
GRMN,26.46306,0.19036,0.0194342392491378,68.96803526378531,0
PCG,15.6422,0.08257,-0.007538104436094,52.61042115575969,1
VEEV,54.060326,0.13632,-0.0159704273423031,44.21905805813197,1
ZS,16.6491665,-0.0121,0.062790844789107,84.19688568713671,1
GWLIF,12.6418915,0.12872,0.0082448246696969,49.01514433413943,1
OTIS,25.33508,-1.0,0.0007835053299955,49.03472139694533,0
ED,19.242144,0.08331,-0.0213940371342103,39.66735352659425,1
CBRE,37.042812,0.11921,-0.0381088010035668,41.658031443106616,0
EA,34.56235,0.16131,-0.0209976722135952,32.247850589578206,1
DHI,8.995452,0.17649001,-0.0401111354997154,36.980717949820885,0
ETR,26.80259,0.08853,-0.0007467854016823,44.04852042324358,0
ALNY,16.6491665,-1.0,0.0645421690406527,59.23259266279797,1
TTD,90.10976,0.16878,0.1070160344961517,77.93983187978431,0
PRU,16.075708,0.07908,-0.0119557217143673,51.66649511359672,0
WPM,63.691177,0.08512,0.0545731577730272,55.31002978786151,1
FER,10.353175,0.49661,0.0475390990134212,67.76573260068295,1
HIG,12.85344,0.18495001,0.0142595684091296,60.63616631755532,1
BKR,12.539249,0.18035999,-0.0016959672664086,52.55815191355725,0
ATEYY,31.184212,0.34375998,0.0151088708439809,60.29510567302688,0
CAH,23.942005,-1.0,0.0231935024700661,51.91531056356822,1
IMO,10.668156,0.20549999,0.0162524214068589,71.30621877075313,1
FERG,21.92005,0.30072,0.0183458034689822,59.02197387541446,1
FRFHF,9.718032,0.15923001,0.0484040331969295,76.56702439975848,1
RMD,27.25477,0.25811002,-0.003606276097129,54.96165020434727,1
VMC,37.72011,0.120749995,0.0064594447023313,48.10699693131919,1
SLF,16.10886,0.1314,0.0349623219806392,78.52560947950856,1
ODFL,30.311445,0.26593,-0.0011437841943349,55.57881657352855,0
SYY,18.467701,0.93613,0.001323993972377,53.98484397722181,0
CHLSY,46.142857,0.1478,0.0864994688891986,63.68875700517705,1
ACGL,9.443077,0.18415001,-0.0084273493603054,48.19019678872083,1
ARGX,35.851738,-1.0,-0.0100976669535603,34.64958254103614,0
XYZ,14.257282,0.12793,0.0696823486753477,79.00286504446424,0
TRGP,29.605167,0.41976002,-0.0237947583293248,54.27136804691707,0
CVNA,106.33217,0.9959,0.0956786286170857,68.0528466748799,1
WAB,31.143751,0.106800005,0.0181153551697116,65.48096750127526,1
ROK,38.48111,0.24438,0.0785349820156058,87.34446406410237,1
DIA,21.803898,-1.0,0.001640338927142,54.738902903249,0
IT,27.329174,1.13185,0.0041311608151826,61.13500294127308,0
WEC,20.814814,0.12579,0.0012716864134302,46.99014615324218,1
EFX,53.508163,0.12519,-0.0177915685734177,50.28570455646528,1
DXCM,63.54135,0.23716,0.0329654507222923,63.947403292288485,0
MLM,32.264214,0.1187,0.0346037015213141,62.00957375976124,1
CHT,27.552795,0.096269995,0.038498913531752,52.05480883729468,1
STZ,16.6491665,-0.0036199999,-0.0202099632709324,44.86044019908104,1
HUBS,16.6491665,-0.01338,-0.0360690523025146,44.73456956250615,0
LYV,49.323128,0.68505996,0.0409570077896121,69.59013753092614,0
EQT,91.16393,0.022969998,0.0293449564494142,63.33807391689283,1
VICI,12.587999,0.1012,-0.007349488990693,44.55958267593197,0
EXR,33.890694,0.063930005,-0.0120033711568295,41.87080255803948,0
HEI,66.18518,0.1554,0.0079681960587927,54.26798254518148,1
MPWR,17.667557,0.67946,0.0039959227565088,58.3134069890771,1
IR,39.79208,0.081099994,0.0077258329790301,60.94938959575435,0
EBAY,17.288462,0.36479,0.0281335560682027,59.90163399060822,1
KHC,12.009131,0.0535,-0.0591181664462459,24.153490318591796,0
GEHC,14.529412,0.26444,-0.019208763910794,49.3474237641593,0
DAL,8.496454,0.27521,0.0150519870788,57.58878086001023,0
A,24.8922,0.20614,-0.0117824975378523,50.26559763964995,0
MCHP,16.6491665,-7e-05,0.0465401920175793,69.34978052525587,0
CSGP,264.25,0.01474,-0.0298047742635128,36.1531531898762,0
