symbol,PER,ROE,SMA20_diff,RSI
DHR,35.69439,0.07219,-0.05935578481759014,35.81925992452791
SHOP,82.52846,0.16145,-0.11388921715921733,31.59637509907394
ARM,169.57333,0.13054,-0.043462284709437894,35.9054020867017
UNP,19.9919,0.42468,-0.046692833571370995,37.303167859928045
GILD,22.556723,0.32654998,-0.04208169699426641,43.66082192189839
SPOT,103.12618,0.24404,-0.03929431920523382,38.01294477904138
AMAT,19.161798,0.36372003,-0.00646061966479859,43.90600516842084
PFE,16.89855,0.0862,-0.10655299767586757,20.419569925738372
CMCSA,8.502463,0.18049,-0.05050076104447395,37.26018148767775
TTE,9.696817,0.117139995,-0.0806428234184664,37.170485602264584
BUD,20.37647,,0.011380465702110872,54.17018436205369
ADP,32.797752,0.76289004,0.0074819698041795,50.429038702719424
MELI,61.723602,0.49106997,-0.001567965401195094,41.93877603653252
LOW,18.28536,,-0.026199949752370482,38.341395656613486
SNY,18.36749,,-0.0561456115387898,35.02364385852256
PANW,107.319534,0.21162,-0.03178868609238428,38.75597966356394
ETN,32.364918,0.20812,-0.007469157794542348,40.895014737966484
BHP,11.136161,0.27693,-0.04367398835414652,38.6554560789115
COF,15.552942,0.08028,-0.05592488726750959,39.62224669022985
RTNTF,10.814972,0.20251,-0.06142167753014246,30.468745925462883
APP,64.06691,2.8750799,-0.11158109422035974,34.32184204678924
HTHIY,28.419355,,-0.02862063017994242,39.426225522805254
GEV,66.626976,0.19641,0.018343645496615935,44.76595377225818
IBN,20.716867,0.18226999,0.011457160368044648,46.43629114748479
ANET,38.481014,0.33681,-0.07034165883602518,32.94252118385073
SAN,8.597826,0.13334,-0.032136693003973725,39.62963178815151
CB,13.774675,0.12855,-0.0288114425243417,43.02746110546848
CFRUY,26.486109,0.17579001,-0.021039282810382514,38.34864286086756
KKR,50.50862,0.07145,-0.09061160931641324,36.208521492841264
VRTX,,-0.05644,-0.018686137765630228,30.460108089930202
MMC,28.173218,0.30532,-0.005163276607821436,49.51581638621058
TD,9.741007,0.14597,-0.01223700884707219,40.702668848485004
COP,10.797213,0.1666,-0.11219584393896843,33.93655636721314
MSTR,,-0.29677,0.0055325133371223485,43.884746067162276
LMT,20.20164,0.82547,0.051822572329804,70.96637489044768
ADI,57.192936,0.05213,-0.08721301179992264,35.30037745420269
MDT,22.349031,0.09508,-0.05249516081967418,34.670423998329866
CRWD,,-0.00587,0.04734241712358741,51.39507157108342
MU,22.337322,0.101009995,-0.1916747354589297,28.315119086802156
LRCX,22.579388,0.53138,-0.061017135297436645,37.7477329722549
APH,41.52913,0.27526,0.0007383386732508063,43.148277220928016
KLAC,27.54347,1.04097,-0.012915558159704132,42.29893547835802
UBS,21.019867,0.05864,-0.07202869155217224,32.006368967305505
ICE,36.463768,0.10421,-0.07195045702660517,21.03056694301314
RIO,8.710043,0.20251,-0.04847170501059346,34.88902205229414
MO,10.02349,,-0.009419208943042462,50.09276654501858
PLD,25.945135,0.06829,-0.09221687860043079,33.25376106025455
RELX,39.88489,0.55999,-0.005094017476505497,47.22445581137172
AMT,34.22617,0.28421,0.003178304310512198,51.845305212009286
BNPQY,8.039033,0.09052,-0.07207613042969313,34.80486719097789
CME,28.578472,0.13387,-0.00014715499959795154,48.33254701036129
SO,21.496403,0.12244,0.0019344956319943582,53.06633671231623
ENB,23.620512,0.094610006,-0.009801185373413911,43.70372323942269
WELL,84.755684,0.0348,-0.03373819393074509,38.76528264180129
BTI,24.710382,0.06181,0.027248586791860867,58.22892686004673
SBUX,30.69091,,-0.08314281760586137,36.99115209285465
BMY,17.481342,0.31986,-0.11599336187145493,19.348240858291746
SE,114.72727,0.1113,-0.05029849426665916,41.19245624068206
TT,34.838684,0.38632,0.01295151452091868,45.34396687971843
BAM,41.588238,0.20229,-0.019075238212044703,39.75186863357365
SMFG,12.015873,0.07628,-0.13066901477994178,26.20688503051889
WM,35.71795,0.34013999,0.007913759879041566,53.40859587045471
ELV,14.490851,0.14175001,0.017087507026103538,56.95334278166097
HCA,16.72247,16.05769,-0.010037129538972577,49.5226476581189
INTC,,-0.18127,-0.12264717594481857,32.19396847508909
NKE,19.940199,0.31934,-0.14452886469859993,29.62382542606818
FI,28.151943,0.116780005,-0.031492545874411526,40.57971197633065
DUK,19.350498,0.09478,-0.0004412005940834876,51.626173319239506
CEG,31.347734,0.23974001,0.002754238103369361,42.85413504849486
BN,196.86208,0.00945,-0.056605602823042674,37.32183716112198
MCK,27.852589,,0.026987917022204034,59.02699375496834
SHW,33.318527,0.70217,-0.003964693897293732,47.08652808763578
CTAS,51.575405,0.40296,0.034480150421182895,59.5886999053563
RACE,47.622,0.46265,-0.003115732498465868,47.3798332925991
BBVA,7.565,0.19384001,-0.041770868425980656,37.79697530766295
IBKR,28.49793,0.22251,0.02064220793232078,45.465106987109216
TRI,40.991592,0.18456,0.011158004677237432,51.39412005148041
MCO,40.66234,0.55498004,-0.044222811010166015,38.058652117126336
CDNS,80.07868,0.25921,0.015347404620313825,46.55975850586853
AJG,52.08629,0.092980005,0.004879656043893571,47.33769141937259
PH,25.19077,0.27146998,-0.055619399557260064,38.31319229044607
CI,17.603899,0.13206,0.021343076076539996,57.402089296979305
DASH,264.29486,0.04336,-0.02139227850368552,39.965275626988095
MDLZ,24.58736,0.13302,0.021165634952810375,58.731259714863526
EQIX,90.13153,0.07059,-0.04434141171514014,35.43777293221531
MMM,18.383562,0.93824,-0.057038962251127694,34.44847022496741
UPS,13.922628,0.35908002,-0.09775274684800948,26.541371387211896
ABNB,32.162437,0.3206,-0.050626623332337105,36.00731974751454
CVS,14.5179,0.06934,0.03060998976941197,55.96558776040752
TDG,48.312523,,-0.02375177915991252,40.74420742339447
FTNT,42.452675,2.05906,0.016342840854199472,47.63544803254088
APO,22.839441,0.18686001,-0.05948431671089361,35.78295595839141
SNPS,59.885956,0.15951,-0.023617398053904094,39.855713799910305
ORLY,33.669033,,0.009499845254316304,53.95804218787063
GLD,,,0.05431900587345706,70.2031760191
RSG,38.196377,0.18545,0.026659446105049923,57.93524159563513
AON,30.762728,0.72012,-0.02793621552691343,39.40917521996244
DELL,17.5721,,-0.08640820357366091,35.99623829548938
GSK,18.950981,0.27095,-0.07999573171132894,30.977748458365028
BP,,-0.00243,-0.1666013430959487,19.871799252283964
NTES,17.15616,0.23698,-0.003970106015280354,49.091475776431956
CP,26.993265,0.08274999,0.023389817611303702,50.5336659447558
INFY,23.828949,0.28893,-0.05798319100981086,34.813488039770434
GD,19.07986,0.18228,0.04241011182310542,58.78620794829624
BMO,13.586928,0.099139996,-0.03866845040492417,37.2942575261776
PBR,8.835821,0.12019,-0.14436916082301401,28.130681018371376
CL,26.229462,4.51259,0.025988045755779243,57.058275848214834
ECL,35.475544,0.24774,-0.0455969314227955,35.36875821075806
SCCO,20.565702,0.41744,-0.07930310174897946,33.56690198508721
ITW,21.270008,1.07584,-0.04581997794358756,36.79891928272537
MAR,29.317408,,-0.04166596703100196,39.653963074944265
WDAY,131.49724,0.05702,-0.04606083183788192,35.076520707097146
ZTS,29.136202,0.52085996,-0.06008444279768773,36.43013064424509
NGG,27.29562,0.08355,0.04983877065385843,64.09287102425279
WMB,31.715054,0.16197,-0.03493009174353189,36.09466413828083
BAESY,29.090117,0.18142,0.06395290998144378,60.856383288196774
MSI,34.968285,1.86885,-0.002504545865520939,46.04561259043515
PYPL,15.69663,0.22198999,-0.04865407144367095,35.95844332227914
PNC,12.134181,0.113290004,-0.09371973455072204,29.11350630421518
EPD,11.719101,0.20198,-0.09195389669921365,24.844701775808247
CMG,44.80531,0.45574,0.006421572337093697,50.476757516918916
USB,10.628713,0.11526,-0.07030493134425911,33.11778145087588
NOC,18.620064,0.25412,0.0615543950844947,67.43749799982112
CNI,20.384466,0.21726999,0.020776763541568464,51.94997273010778
RCL,19.537836,0.48519,-0.06545834035464343,34.790927352625914
ITUB,9.637681,0.21149,-0.013377427756559033,45.889818915315885
HWM,54.12787,0.28295,-0.01942502690461135,41.144496330402966
MFG,11.061224,0.0853,-0.12994666298282562,27.173923371942735
EMR,34.17341,0.08335,-0.06570039899663187,34.356592124952044
COIN,49.466164,0.15841,-0.02385845073031995,37.95907959988243
REGN,14.947663,0.15961,-0.10710532112545385,22.536981539481815
CRH,19.976645,0.15355,-0.06330487321030283,33.54632144567415
AZO,25.706818,,-0.002281622569902476,50.10859660301603
ING,9.475336,0.10237,-0.05012646233997492,39.54114996423398
CNQ,12.081712,0.18954,-0.07908110477879858,36.87272869519912
BNS,14.911428,0.080129996,-0.02770591542242186,39.74820945976078
BK,14.533442,0.11229,-0.044043888651965846,36.84999398332045
EQNR,7.5379744,0.18315001,-0.0661338297040124,37.85789362827949
JCI,29.604229,0.13137001,-0.024094923324741863,39.427866509302476
CARR,47.320004,0.11125,-0.0657344539464357,31.31443631565199
DEO,16.930233,0.32318002,0.032070207180011065,57.625559227417874
BCS,8.781095,0.089829996,-0.07075961194485433,34.53996866252142
ADSK,63.24411,0.42361,-0.011137796342982178,43.573481095595035
LYG,12.939393,0.09239,-0.00012432083056137603,45.09376960154152
CM,12.258993,0.13103,0.003320953692955911,48.24045682400149
KMI,24.017242,0.0845,-0.037367070270726284,34.986589804115766
ROP,40.822895,0.08095,-0.016176950959508465,44.91056900254067
TRV,14.746465,0.16052,-0.041790931759639945,36.95057353357797
ET,13.522727,0.14483,-0.08979430186969138,29.46861143494698
EOG,10.201852,0.20899999,-0.10217756299442049,32.424723592834994
SPG,24.923689,0.67307,-0.07039180574826946,35.5948560706065
APD,38.93795,0.095790006,-0.048530986376720896,37.802202243248225
NU,27.25,0.27908,-0.024187196965390085,39.483400612533394
MNST,41.68421,0.20004,0.007956200390950453,51.309326771975535
SNOW,,-0.40139,-0.03385437142755172,38.015011739847395
IAU,,,0.054288220214033456,70.67958971662003
HLT,38.607254,,-0.050592470359950036,36.80419531055181
CPRT,35.543045,0.18441999,0.07549492902264833,67.96992640786758
CHTR,11.338169,0.33116,-0.06637664232499406,38.14942127101988
CSX,18.345238,0.26121,-0.03530221484134539,38.78048269894584
DLR,158.60378,0.01849,-0.005991205590586836,39.273917005147645
NEM,12.220958,0.1666,0.14645034317417627,72.40242949518895
GBTC,,,0.0013447469295414449,44.209130334456454
AXON,175.38849,0.15166001,0.03990116910160765,49.044925873387456
UNVGY,24.75,0.55561,-0.01671512176487843,41.14753662658627
AFL,15.945568,0.14408,-0.009815653414911401,44.52213000228894
PAYX,32.45114,0.44254002,-0.004490808676462874,52.1690020538444
COR,33.79769,1.4178,0.03918928447349127,67.01031947349423
HOOD,36.09714,0.21430999,0.04585180759086943,42.45648209294232
AEM,25.025534,0.114479996,0.10843647088859702,68.9238586776172
TEAM,,-0.34334,-0.07303307344796467,34.265127514673296
NWG,9.346406,0.12781,-0.01330050453476336,43.75
AEP,19.89942,0.10421,-0.005281159555428411,50.99955716579267
ALL,13.892003,0.19723,-0.044329114347675905,35.037535562042805
DB,14.6505375,0.05165,-0.03789211251834538,39.62765777562543
RBLX,,-4.92668,-0.011702191921114758,42.6536684796013
NSC,16.394808,0.24542,-0.04120480335250846,38.404635985472176
FCX,31.983606,0.14062001,-0.09877044066673397,34.838472451936724
MFC,16.426315,0.1073,-0.06494369899613416,36.71999716796788
BMWKY,7.0952377,0.071830004,-0.05911358810768399,37.35632444902612
NET,,-0.07351,-0.0615781426978236,37.86047763027359
PTCAY,,-0.01604,0.0,
ARES,93.19186,0.14909,-0.03433525458037191,41.53895369334887
PSA,29.405354,0.20121,-0.033495329097325555,39.778624704049726
MET,12.616014,0.15982,-0.09071226864566553,31.445976371755094
AMX,37.361702,0.09158,-0.0029160930174186935,50.12406055338224
TFC,,0.0013400001,-0.10240314390521282,28.953935498529844
VST,25.064978,0.41676,-0.06462606828010783,36.880150412756926
NXPI,20.931372,0.25441998,-0.10864290249132857,33.246255266687044
FDX,13.623271,0.14762,-0.10051797646176966,31.474526163386727
TRP,17.277397,0.12743,-0.0025215156860687723,42.5865006971086
MPLX,11.688222,0.32314998,-0.07272540963032591,27.41678681434918
GWW,27.547674,0.5416,0.020467868693364782,50.560798825537894
OKE,15.847656,0.16409001,-0.12194502276931574,24.509303941250963
MRVL,,-0.06264,-0.143632089176764,30.212050035129295
LNG,16.809977,0.4698,-0.010858524414908885,42.4511160559071
SRE,17.074724,0.09709,-0.012696045721640226,45.73675788035347
PWR,54.09032,0.13731,0.03205645439132537,45.79881364644572
IFNNY,34.87037,0.0735,-0.10152039781976663,29.879115649410778
O,50.481815,0.02507,-0.008667501732182134,46.72356523575797
ROST,21.684044,0.39566,0.09467492263405701,68.36462667530893
WCN,81.33884,0.07959,0.016625233020687077,54.304644299867
PCAR,14.148709,0.19899,-0.05495111997933396,37.53432715734576
BDX,33.21318,0.058870003,-0.08736270386111436,25.113505695373036
MPC,21.915977,0.15524,-0.11492429191109936,30.821823528801588
FICO,73.0013,,0.028976916152221675,49.30604111859744
PSX,25.537247,0.0656,-0.16439275685303673,24.805118802076052
HLN,26.523811,0.08952,0.00019889913324232437,48.5611528265486
D,21.733591,0.07719,-0.022763249965002695,44.78688604964308
AMP,17.15267,0.58108,-0.020200290971841214,40.07960119185815
CPNG,196.07143,0.047459997,-0.027425279292951354,39.07657253714122
JD,8.134146,0.16283001,-0.07406404159459526,33.42893492510923
AIG,19.907318,0.057439998,-0.016456369205628284,45.245214143491104
GM,6.800279,0.08557,-0.07860277915020299,29.6199978275491
TEL,34.252174,0.1122,-0.08076613437074598,30.926908800535955
CTVA,41.60241,0.04659,-0.02317651182156996,42.70778828176348
FAST,40.65,0.32351002,0.057060812297290306,58.486224247983586
NDAQ,37.004524,0.11415,-0.03531430013524259,39.038012737288035
KMB,19.258505,2.0706,0.00401213038735915,53.4967317924563
SLB,11.41017,0.20201,-0.13371768761676356,31.465507397829384
URI,18.146708,0.30173,-0.050534708128016394,37.09482074301256
KR,18.689371,0.26879,0.02400909849794109,58.54545184216004
KVUE,42.375,0.10216,-0.041086939991949935,34.90565952117329
KDP,29.92727,0.06126,0.032417284861306545,62.245156553959326
EW,30.987602,0.16511999,-0.01660016953393145,43.68933525063899
CMI,15.627094,0.26187,-0.07475014793867964,31.980542838936643
E,16.628572,0.04844,-0.10267020536306701,31.886631512206606
EXC,16.2342,0.10099,0.026659669330782475,61.81638250218841
CCI,,-1.63212,-0.0505421687591114,35.799254417959304
CRWV,,,,
TGT,10.361538,0.29076,-0.08335556442766302,31.85736898383412
TAK,63.347824,0.0152199995,-0.0630800856220508,28.679232381757828
MSCI,38.449413,,-0.02056239399045495,43.366307430956915
VRSK,46.27876,4.68222,0.005214135203027144,54.35835753651003
SU,10.232091,0.13675,-0.08609052370094471,33.74836700482312
FLUT,82.5274,0.05884,0.0057870745577394,42.55834326226439
ALC,38.45333,0.05228,-0.009133524814522209,45.975328199407706
LHX,28.172005,0.085209996,0.05583268955966601,61.90575690376851
F,8.288,0.11497,-0.04625605455780189,38.888888888888886
FIS,49.821655,0.05246,-0.008843039440260575,45.66189090239084
WTKWY,35.810917,0.65513,0.06388774415386458,65.47072963917313
XEL,20.508823,0.102589995,0.0026521812569993055,52.64349495675905
AME,29.073648,0.14964,-0.05852321588089342,30.275939724578294
TTWO,,-1.1476101,0.01827735695312552,48.8571533064698
HMC,7.9088473,0.07046,-0.016451785376847317,39.06391607942602
TCOM,18.332354,0.12494001,-0.10568973244630948,29.30569462699063
VALE,6.956522,0.15003,-0.04987630709411875,39.22157381291891
IDXX,46.31302,0.59330004,-0.04441114032848614,39.550809072863906
YUM,28.974104,,-0.057321356600269484,35.60402981596059
VLO,43.873722,0.03714,-0.11234420108861626,32.19972510541858
OXY,16.716599,0.0949,-0.16782648902465744,30.20471177743974
GLW,93.00001,0.048660003,-0.08586370954710362,28.28384113733661
HES,18.219141,0.22753,-0.1381594208262112,27.62524244959593
CCEP,25.630371,0.17027001,0.013321769792514232,57.4064254022124
FANG,8.443754,0.14668,-0.12944319558107573,32.11090482958181
VRT,60.54651,0.32819,-0.09970498533622338,31.845595640937603
NTDTY,39.436623,0.049310002,-0.0036650615559804295,44.86956048687511
BSBR,17.666666,0.11359,-0.026105481527316527,46.323537256837774
DDOG,243.5319,0.06476,-0.07814991756121262,30.006610796221906
CTSH,16.656843,0.16605,-0.06382580234576068,34.74676135558951
PEG,21.57377,0.11399999,0.0071792335879894975,46.833416976471106
ABEV,15.75,0.16239999,-0.026353347360711262,46.37681409807438
LULU,21.226776,0.42417,-0.12116733981919671,28.668708803076655
GRMN,26.46306,0.19036,-0.06687221640609556,36.40867676101815
PCG,15.6422,0.08257,-0.0005566059427792529,47.859805066623956
VEEV,54.060326,0.13632,-0.04410700586226163,32.48419181152478
ZS,,-0.0121,-0.008793387691685384,44.49682808859842
GWLIF,12.6418915,0.12872,-0.027586962275261032,45.87155321151968
OTIS,25.33508,,-0.028385903132018414,41.276936384700626
ED,19.242144,0.08331,0.015471502144439956,56.60376976275911
CBRE,37.042812,0.11921,-0.08225658255580577,27.733578394382448
EA,34.56235,0.16131,0.00676903548022351,46.98434411920261
DHI,8.995452,0.17649001,-0.04860244405413706,37.70645293783672
ETR,26.80259,0.08853,-0.017959625323489582,42.996937871456396
ALNY,,,-0.07178923453750023,31.452795329349385
TTD,90.10976,0.16878,-0.07732801540172717,37.603728195203345
PRU,16.075708,0.07908,-0.08017625989420114,33.11459618697734
WPM,63.691177,0.08512,0.0853030920015294,64.25311747525029
FER,10.353175,0.49661,-0.0008580307277201735,49.34102305873508
HIG,12.85344,0.18495001,-0.027034260950908707,41.53484072262239
BKR,12.539249,0.18035999,-0.09201896148854265,34.94356904821696
ATEYY,31.184212,0.34375998,-0.15248222964936253,24.87010271409119
CAH,23.942005,,-0.004864742698293062,48.47305720864624
IMO,10.668156,0.20549999,-0.08897022307836402,33.0342300979017
FERG,21.92005,0.30072,0.022736385601566465,50.264975987474486
FRFHF,9.718032,0.15923001,0.017912212396119117,52.78871642453713
RMD,27.25477,0.25811002,-0.018997488889829883,43.3571640226969
VMC,37.72011,0.120749995,0.025426154761072295,51.38863838986158
SLF,16.10886,0.1314,-0.016579491583272373,42.96187121484376
ODFL,30.311445,0.26593,-0.06119532092598901,36.87389065824092
SYY,18.467701,0.93613,-0.02234183873107064,48.59284661897303
CHLSY,46.142857,0.1478,0.06298810226982232,79.6482238669496
ACGL,9.443077,0.18415001,-0.010190356624366992,46.571838143392476
ARGX,35.851738,,-0.009574101101979406,43.17377314193514
XYZ,14.257282,0.12793,-0.04638996610271546,36.499996602535646
TRGP,29.605167,0.41976002,-0.13295394585479042,28.215110879424287
CVNA,106.33217,0.9959,0.051815408628578856,48.034909332284926
WAB,31.143751,0.106800005,-0.039859129167828106,37.039846898994995
ROK,38.48111,0.24438,-0.08734260749275936,30.950030281284526
DIA,21.803898,,-0.021695947063265688,39.213182288606056
IT,27.329174,1.13185,-0.04032445876336638,39.09746517352888
WEC,20.814814,0.12579,0.004625808921674899,53.64646478579151
EFX,53.508163,0.12519,-0.05751657425477616,35.50657908199808
DXCM,63.54135,0.23716,-0.034825948608927536,34.029234318668045
MLM,32.264214,0.1187,0.021816657528258957,50.41023956347946
CHT,27.552795,0.096269995,0.03133162156287089,59.36599059297667
STZ,,-0.0036199999,0.027623993810971713,56.95347466340582
HUBS,,-0.01338,-0.07520650946989126,32.59814896706
LYV,49.323128,0.68505996,0.030358256429719475,52.80802012937418
EQT,91.16393,0.022969998,-0.039809666942158074,39.064857292182225
VICI,12.587999,0.1012,-0.013934371687100317,43.963254757420074
EXR,33.890694,0.063930005,-0.05870527728905176,35.880705643863934
HEI,66.18518,0.1554,-0.036245376030276735,36.73529168457897
MPWR,17.667557,0.67946,-0.062268694467029415,39.93045370308519
IR,39.79208,0.081099994,-0.06022902447370226,35.25087214066633
EBAY,17.288462,0.36479,-0.010889686651580273,44.06780091534238
KHC,12.009131,0.0535,-0.011242776439894195,51.37975734316633
GEHC,14.529412,0.26444,-0.16203052239915608,24.887036890829833
DAL,8.496454,0.27521,-0.06337349511228874,36.57718168196371
A,24.8922,0.20614,-0.09758784114290125,29.201674251214186
MCHP,,-7e-05,-0.17924690674765667,30.578300133337734
CSGP,264.25,0.01474,-0.00995293010650648,44.676729714306646
BRO,30.869081,0.16519,-0.008450624695592355,45.28887692193293
TPL,63.68419,0.39523998,-0.03968180060424635,43.63840398540052
B,14.446969,0.10283,0.0789990973965434,62.31884338404484
TW,59.925922,0.09425,-0.08517879613119772,29.220787456249894
QSR,23.752542,0.27746,-0.04047339755087272,40.609585612006775
HSY,19.131775,0.37483,-0.005230639977219616,46.64771194772415
FNV,52.292835,0.10195,0.07606919312089272,59.95431661518936
NRG,25.050795,0.44912997,-0.012837156103536874,42.659671601332214
MDY,18.710081,,-0.05048587139859156,35.12433757348413
STLA,4.754808,0.06722,-0.19757552398752481,26.28651659850307
WTW,,-0.00484,-0.018711470046731824,39.230865423118374
CCL,14.354839,0.2587,-0.09345534718371201,33.478258634109736
XYL,33.436657,0.08505,-0.05977491715649325,33.38050226160287
CNC,8.320059,0.12527001,0.04991451456870479,67.12120296979774
HUM,15.873676,0.10099,0.09286098591121962,68.66362450188002
RJF,14.000001,0.18866,-0.017599203276105903,40.85570906755706
LPLA,25.778547,0.40359002,-0.03370636435569472,40.20039418378686
WIT,19.066666,0.16714,-0.050167248241880284,32.53012186627025
BIDU,8.314484,0.093739994,-0.09017922108932788,31.6480471095892
ANSS,50.767067,0.102299996,-0.05369608742556721,33.845813553272535
GIS,11.731868,0.26834,-0.0074857668568999395,51.60953980961524
PUK,13.357143,0.13176,-0.038613468149951646,40.893229540488385
MTB,12.002676,0.09405,-0.08122400653834368,30.842876364752883
AVB,24.630596,0.096920006,-0.06075074456703873,32.92754296478833
IRM,234.65854,,-0.019673470483519695,39.63206183070305
OWL,114.18751,0.059499998,-0.12090753446969824,31.843577053176645
VTR,194.30302,0.01381,-0.015058127352548592,43.48645848061025
